reference,accountId,amount,currency,date
TXN-2026-02590,ACC-4865,3497.85,ARS,2026-02-28T11:55:43
TXN-2026-02591,ACC-4338,3878.46,ARS,2026-03-23T10:56:16
TXN-2026-02592,ACC-5498,9096.64,USD,2026-06-13T20:53:54
TXN-2026-02593,ACC-1397,8177.40,ARS,2026-06-22T20:22:20
TXN-2026-02594,ACC-4757,1997.89,EUR,2026-06-07T14:06:52
TXN-2026-02595,ACC-6873,1617.05,USD,2026-03-02T04:24:57
TXN-2026-02596,ACC-3212,5613.52,ARS,2026-02-27T00:52:52
TXN-2026-02597,ACC-5068,3907.74,USD,2026-03-15T18:01:49
TXN-2026-02598,ACC-2212,3418.18,USD,2026-01-13T02:30:37
TXN-2026-02599,ACC-1392,3662.28,USD,2026-01-17T12:32:16
TXN-2026-02600,ACC-6163,1038.62,EUR,2026-03-05T19:05:01
TXN-2026-02601,ACC-8407,1003.12,USD,2026-01-15T03:12:19
TXN-2026-02602,ACC-3898,1182.86,ARS,2026-02-06T07:53:02
TXN-2026-02603,ACC-6329,266.78,ARS,2026-04-04T20:06:05
TXN-2026-02604,ACC-7020,7918.08,EUR,2026-06-22T08:36:53
TXN-2026-02605,ACC-3309,9729.10,ARS,2026-06-18T12:07:58
TXN-2026-02606,ACC-9985,5401.85,USD,2026-06-27T19:18:09
TXN-2026-02607,ACC-6102,3078.91,ARS,2026-02-15T08:41:17
TXN-2026-02608,ACC-9589,5144.31,USD,2026-02-19T18:41:19
TXN-2026-02609,ACC-7257,2759.76,ARS,2026-06-02T13:33:39
TXN-2026-02610,ACC-7980,6446.22,ARS,2026-04-23T23:46:48
TXN-2026-02611,ACC-5815,8522.83,ARS,2026-05-15T11:32:40
TXN-2026-02612,ACC-8035,751.18,EUR,2026-04-23T23:42:59
TXN-2026-02613,ACC-1267,5193.05,USD,2026-04-13T09:04:29
TXN-2026-02614,ACC-5863,9845.28,ARS,2026-02-10T22:08:53
TXN-2026-02615,ACC-5662,9222.31,EUR,2026-02-09T21:59:01
TXN-2026-02616,ACC-4505,6855.34,EUR,2026-06-29T18:37:45
TXN-2026-02617,ACC-4788,8289.95,EUR,2026-06-17T03:13:45
TXN-2026-02618,ACC-8159,4055.00,ARS,2026-04-18T10:22:34
TXN-2026-02619,ACC-1899,5576.97,USD,2026-05-19T11:48:20
TXN-2026-02620,ACC-8163,6012.85,ARS,2026-04-24T12:05:50
TXN-2026-02621,ACC-4246,5111.56,ARS,2026-01-02T01:52:58
TXN-2026-02622,ACC-3497,5423.82,USD,2026-03-18T10:49:17
TXN-2026-02623,ACC-6724,5658.73,EUR,2026-05-23T09:45:58
TXN-2026-02624,ACC-1181,8857.89,ARS,2026-06-07T08:46:43
TXN-2026-02625,ACC-2660,1272.67,ARS,2026-06-26T22:01:23
TXN-2026-02626,ACC-8640,9376.79,USD,2026-05-20T02:32:14
TXN-2026-02627,ACC-4299,364.49,USD,2026-01-04T10:27:30
TXN-2026-02628,ACC-9271,6981.33,ARS,2026-05-25T07:04:30
TXN-2026-02629,ACC-8869,6143.58,EUR,2026-06-15T16:04:53
TXN-2026-02630,ACC-2586,6482.26,ARS,2026-02-01T17:14:32
TXN-2026-02631,ACC-4252,529.10,EUR,2026-05-24T19:31:21
TXN-2026-02632,ACC-5148,104.55,EUR,2026-05-08T10:26:32
TXN-2026-02633,ACC-1859,1121.15,ARS,2026-03-18T15:04:33
TXN-2026-02634,ACC-3995,8575.15,ARS,2026-06-12T18:11:11
TXN-2026-02635,ACC-1126,7551.28,USD,2026-01-13T20:29:05
TXN-2026-02636,ACC-7597,2796.14,EUR,2026-05-19T13:38:14
TXN-2026-02637,ACC-1015,3749.47,EUR,2026-05-15T17:25:50
TXN-2026-02638,ACC-8915,6875.17,EUR,2026-03-08T04:46:48
TXN-2026-02639,ACC-5292,2817.51,ARS,2026-06-13T17:29:12
TXN-2026-02640,ACC-7211,423.63,EUR,2026-03-28T04:09:24
TXN-2026-02641,ACC-9779,9750.59,ARS,2026-04-12T01:58:20
TXN-2026-02642,ACC-7092,591.21,USD,2026-02-23T15:32:33
TXN-2026-02643,ACC-3121,1110.09,EUR,2026-06-17T21:41:20
TXN-2026-02644,ACC-4115,3412.13,ARS,2026-05-14T07:38:38
TXN-2026-02645,ACC-8330,9057.83,USD,2026-05-18T12:46:29
TXN-2026-02646,ACC-8696,5615.95,EUR,2026-01-27T08:53:24
TXN-2026-02647,ACC-7565,4512.23,ARS,2026-05-06T09:16:33
TXN-2026-02648,ACC-5916,2152.74,ARS,2026-06-22T11:57:07
TXN-2026-02649,ACC-6171,4843.22,USD,2026-01-31T13:43:05
TXN-2026-02650,ACC-3932,6570.13,ARS,2026-03-28T10:33:51
TXN-2026-02651,ACC-6485,3960.73,ARS,2026-05-16T07:17:25
TXN-2026-02652,ACC-6677,9775.60,ARS,2026-05-13T16:47:59
TXN-2026-02653,ACC-4407,8498.96,EUR,2026-02-12T13:21:04
TXN-2026-02654,ACC-6885,1221.07,USD,2026-02-03T17:50:04
TXN-2026-02655,ACC-4969,7499.73,EUR,2026-01-10T22:32:06
TXN-2026-02656,ACC-9870,4430.37,USD,2026-04-21T01:39:23
TXN-2026-02657,ACC-8307,2956.81,USD,2026-03-06T09:48:48
TXN-2026-02658,ACC-9357,7267.30,ARS,2026-03-27T09:41:52
TXN-2026-02659,ACC-2870,9271.95,EUR,2026-05-16T19:35:07
TXN-2026-02660,ACC-8506,3811.17,ARS,2026-05-07T20:04:25
TXN-2026-02661,ACC-3551,8446.47,USD,2026-02-07T09:35:02
TXN-2026-02662,ACC-8034,9188.56,USD,2026-04-21T02:10:34
TXN-2026-02663,ACC-1523,8582.91,EUR,2026-02-17T22:15:37
TXN-2026-02664,ACC-7287,7354.23,EUR,2026-05-28T03:40:40
TXN-2026-02665,ACC-5885,6988.43,EUR,2026-03-10T10:17:14
TXN-2026-02666,ACC-9740,4269.97,EUR,2026-05-06T23:02:58
TXN-2026-02667,ACC-5096,5840.59,EUR,2026-05-27T10:50:06
TXN-2026-02668,ACC-9091,3156.92,USD,2026-04-26T01:58:05
TXN-2026-02669,ACC-2150,4004.97,USD,2026-06-05T03:50:15
TXN-2026-02670,ACC-6593,2095.52,USD,2026-06-01T00:13:57
TXN-2026-02671,ACC-3570,3649.57,USD,2026-03-14T11:21:03
TXN-2026-02672,ACC-9340,1984.18,EUR,2026-02-22T08:55:36
TXN-2026-02673,ACC-5244,7640.07,USD,2026-02-07T08:13:53
TXN-2026-02674,ACC-4509,7490.83,EUR,2026-04-17T04:51:10
TXN-2026-02675,ACC-9751,1678.09,ARS,2026-01-03T18:34:22
TXN-2026-02676,ACC-1535,3669.76,USD,2026-03-12T01:27:27
TXN-2026-02677,ACC-6785,4819.84,ARS,2026-01-20T21:07:17
TXN-2026-02678,ACC-6755,8413.19,EUR,2026-06-11T05:23:57
TXN-2026-02679,ACC-3982,1062.37,EUR,2026-05-03T06:21:25
TXN-2026-02680,ACC-6888,7268.21,ARS,2026-01-28T17:29:42
TXN-2026-02681,ACC-4952,3964.94,ARS,2026-02-10T12:11:49
TXN-2026-02682,ACC-3913,5429.14,EUR,2026-02-11T12:59:56
TXN-2026-02683,ACC-9065,6016.19,EUR,2026-03-15T04:19:02
TXN-2026-02684,ACC-1201,3055.23,ARS,2026-01-28T19:14:44
TXN-2026-02685,ACC-9148,7537.87,ARS,2026-06-13T20:23:10
TXN-2026-02686,ACC-7830,1625.93,USD,2026-01-03T10:00:54
TXN-2026-02687,ACC-3981,8693.21,EUR,2026-04-03T07:00:58
TXN-2026-02688,ACC-4003,4365.19,EUR,2026-04-30T21:11:43
TXN-2026-02689,ACC-8829,7954.11,EUR,2026-04-17T01:11:42
TXN-2026-02690,ACC-7038,8359.59,ARS,2026-03-26T17:11:48
TXN-2026-02691,ACC-6935,9098.43,EUR,2026-06-29T22:55:54
TXN-2026-02692,ACC-4343,9544.96,ARS,2026-02-08T06:42:22
TXN-2026-02693,ACC-8404,4366.02,EUR,2026-05-16T12:15:39
TXN-2026-02694,ACC-5127,1261.48,EUR,2026-03-07T20:03:37
TXN-2026-02695,ACC-1359,9686.80,ARS,2026-03-30T14:53:13
TXN-2026-02696,ACC-5689,6390.77,USD,2026-06-18T22:34:11
TXN-2026-02697,ACC-8523,4665.71,EUR,2026-02-06T07:13:22
TXN-2026-02698,ACC-9968,8608.15,ARS,2026-04-18T15:34:45
TXN-2026-02699,ACC-7516,5389.97,ARS,2026-06-10T20:37:05
TXN-2026-02700,ACC-8854,7055.25,ARS,2026-03-06T20:43:52
TXN-2026-02701,ACC-3080,2814.55,EUR,2026-02-06T06:02:01
TXN-2026-02702,ACC-8366,7848.68,EUR,2026-04-23T01:26:21
TXN-2026-02703,ACC-9082,5985.52,ARS,2026-05-27T19:43:42
TXN-2026-02704,ACC-2112,1274.97,ARS,2026-01-21T00:30:40
TXN-2026-02706,ACC-1746,1316.62,EUR,2026-02-18T02:36:06
TXN-2026-02707,ACC-7223,3975.15,ARS,2026-02-23T10:49:14
TXN-2026-02709,ACC-3206,4388.91,EUR,2026-02-16T13:14:59
TXN-2026-02710,ACC-4933,3463.44,EUR,2026-05-15T22:41:49
TXN-2026-02711,ACC-5303,8154.61,EUR,2026-05-17T19:30:43
TXN-2026-02712,ACC-4931,9526.19,EUR,2026-01-31T07:38:07
TXN-2026-02713,ACC-9257,7800.20,ARS,2026-02-08T15:26:05
TXN-2026-02714,ACC-2927,4467.29,USD,2026-04-09T17:59:09
TXN-2026-02715,ACC-2557,8595.32,EUR,2026-06-17T14:11:44
TXN-2026-02716,ACC-6974,1878.51,ARS,2026-03-18T08:31:06
TXN-2026-02717,ACC-8714,8169.61,USD,2026-03-14T17:37:47
TXN-2026-02718,ACC-9228,3659.86,USD,2026-04-17T00:08:52
TXN-2026-02719,ACC-5342,6858.57,EUR,2026-06-21T05:41:28
TXN-2026-02720,ACC-6017,3914.47,EUR,2026-02-26T23:13:06
TXN-2026-02721,ACC-3613,1034.07,ARS,2026-04-30T08:13:49
TXN-2026-02722,ACC-6237,9788.23,USD,2026-03-07T20:43:03
TXN-2026-02723,ACC-3102,8751.82,EUR,2026-06-08T20:18:46
TXN-2026-02724,ACC-4408,9062.77,USD,2026-04-05T02:15:35
TXN-2026-02725,ACC-3444,6595.81,EUR,2026-03-17T11:01:04
TXN-2026-02726,ACC-2189,2415.43,ARS,2026-02-19T18:02:42
TXN-2026-02727,ACC-9750,2683.41,ARS,2026-04-14T23:28:31
TXN-2026-02728,ACC-1955,7587.60,USD,2026-04-30T20:46:54
TXN-2026-02729,ACC-4597,2592.95,EUR,2026-04-18T09:01:07
TXN-2026-02730,ACC-3905,4021.87,USD,2026-01-05T06:35:46
TXN-2026-02731,ACC-7469,7970.23,USD,2026-04-18T00:37:38
TXN-2026-02732,ACC-2837,6030.50,EUR,2026-02-14T19:14:20
TXN-2026-02733,ACC-8278,9106.51,ARS,2026-04-20T18:20:59
TXN-2026-02734,ACC-8458,9300.72,USD,2026-02-12T15:18:32
TXN-2026-02735,ACC-4812,1301.50,USD,2026-03-24T19:07:38
TXN-2026-02736,ACC-5543,9810.68,USD,2026-02-22T17:30:12
TXN-2026-02737,ACC-9621,704.92,EUR,2026-06-27T05:03:13
TXN-2026-02739,ACC-2547,1810.71,EUR,2026-01-27T01:24:25
TXN-2026-02740,ACC-9766,6675.09,ARS,2026-03-24T11:55:13
TXN-2026-02741,ACC-6287,7067.67,USD,2026-06-24T10:49:14
TXN-2026-02742,ACC-3845,8361.22,USD,2026-02-21T00:59:44
TXN-2026-02743,ACC-7590,2417.66,USD,2026-04-21T20:15:56
TXN-2026-02744,ACC-7616,3774.65,ARS,2026-03-23T15:01:53
TXN-2026-02745,ACC-5104,1524.24,EUR,2026-04-16T01:42:09
TXN-2026-02746,ACC-1252,6182.58,ARS,2026-05-31T08:26:25
TXN-2026-02747,ACC-7458,2080.37,EUR,2026-02-11T13:09:21
TXN-2026-02748,ACC-5470,4987.97,EUR,2026-02-14T16:13:22
TXN-2026-02749,ACC-3635,2085.20,ARS,2026-06-16T20:15:06
TXN-2026-02750,ACC-8233,9838.97,EUR,2026-05-13T10:40:49
TXN-2026-02751,ACC-6824,9295.50,EUR,2026-04-25T21:17:46
TXN-2026-02752,ACC-1355,3288.89,ARS,2026-01-21T22:35:43
TXN-2026-02753,ACC-6009,1882.24,USD,2026-02-20T23:43:36
TXN-2026-02754,ACC-9333,7718.90,ARS,2026-01-04T17:37:39
TXN-2026-02755,ACC-8246,8809.28,USD,2026-05-20T06:58:49
TXN-2026-02757,ACC-8224,9349.95,ARS,2026-02-02T00:18:56
TXN-2026-02758,ACC-4782,125.55,ARS,2026-01-07T15:27:45
TXN-2026-02760,ACC-7000,4134.91,EUR,2026-04-06T03:20:56
TXN-2026-02761,ACC-5177,2151.87,ARS,2026-04-13T08:48:32
TXN-2026-02762,ACC-3917,5028.07,ARS,2026-06-21T00:13:46
TXN-2026-02763,ACC-7589,4191.28,ARS,2026-06-13T08:55:04
TXN-2026-02764,ACC-9245,3915.40,USD,2026-03-17T07:32:42
TXN-2026-02765,ACC-8338,900.79,ARS,2026-05-25T08:15:27
TXN-2026-02766,ACC-2365,9361.83,EUR,2026-02-01T09:13:43
TXN-2026-02767,ACC-2136,3838.87,USD,2026-01-19T10:31:28
TXN-2026-02768,ACC-6570,9308.53,ARS,2026-06-14T09:38:32
TXN-2026-02769,ACC-3620,8145.05,EUR,2026-02-26T01:02:18
TXN-2026-02770,ACC-1452,4819.43,EUR,2026-06-25T15:39:08
TXN-2026-02771,ACC-4317,1637.04,ARS,2026-02-27T13:11:20
TXN-2026-02772,ACC-4583,2393.47,EUR,2026-02-17T17:05:19
TXN-2026-02773,ACC-6559,6346.51,USD,2026-06-19T06:35:42
TXN-2026-02774,ACC-3698,316.30,USD,2026-03-02T21:29:01
TXN-2026-02776,ACC-4578,1591.08,EUR,2026-03-31T10:42:18
TXN-2026-02777,ACC-3923,9194.59,USD,2026-05-11T21:09:48
TXN-2026-02778,ACC-7559,9451.60,EUR,2026-02-05T06:51:34
TXN-2026-02779,ACC-6398,3306.07,ARS,2026-02-22T15:38:20
TXN-2026-02780,ACC-8007,1524.64,EUR,2026-05-18T11:11:43
TXN-2026-02781,ACC-9584,2456.39,ARS,2026-04-20T03:57:27
TXN-2026-02782,ACC-4718,9977.97,USD,2026-05-27T10:29:55
TXN-2026-02783,ACC-9635,726.41,EUR,2026-04-17T23:25:03
TXN-2026-02784,ACC-2268,6518.21,USD,2026-06-13T22:05:14
TXN-2026-02785,ACC-1457,8860.73,EUR,2026-05-10T15:33:11
TXN-2026-02786,ACC-2779,3235.58,ARS,2026-05-29T05:25:53
TXN-2026-02787,ACC-7943,3513.15,USD,2026-04-07T03:48:33
TXN-2026-02788,ACC-3443,9070.01,ARS,2026-05-28T07:46:50
TXN-2026-02789,ACC-8266,8338.85,ARS,2026-01-30T10:08:35
TXN-2026-02790,ACC-8359,83.54,ARS,2026-05-01T19:50:59
TXN-2026-02791,ACC-4054,7659.29,EUR,2026-05-24T07:41:02
TXN-2026-02792,ACC-4959,5712.89,ARS,2026-01-03T07:38:06
TXN-2026-02793,ACC-2563,3872.28,USD,2026-03-14T12:39:30
TXN-2026-02794,ACC-4492,9083.00,EUR,2026-02-19T17:49:55
TXN-2026-02795,ACC-6339,8065.13,USD,2026-04-27T18:19:44
TXN-2026-02796,ACC-6465,4411.33,EUR,2026-04-28T23:05:39
TXN-2026-02797,ACC-4329,9542.24,EUR,2026-01-11T08:49:55
TXN-2026-02798,ACC-5332,5351.30,USD,2026-03-28T11:29:52
TXN-2026-02799,ACC-4092,3078.85,ARS,2026-05-24T00:24:16
TXN-2026-02800,ACC-3898,9568.98,USD,2026-02-11T03:07:38
TXN-2026-02802,ACC-3485,4861.90,USD,2026-05-31T00:24:00
TXN-2026-02803,ACC-6786,1235.17,EUR,2026-03-22T04:44:43
TXN-2026-02804,ACC-2710,5050.51,USD,2026-01-27T17:45:00
TXN-2026-02805,ACC-3991,4177.68,USD,2026-03-12T23:12:04
TXN-2026-02806,ACC-1424,6657.46,USD,2026-01-31T22:51:19
TXN-2026-02807,ACC-1319,9834.13,ARS,2026-06-14T18:57:59
TXN-2026-02808,ACC-6754,716.62,ARS,2026-05-10T18:40:01
TXN-2026-02809,ACC-8249,4072.86,USD,2026-02-03T02:48:51
TXN-2026-02810,ACC-2554,3376.13,USD,2026-01-03T09:06:45
TXN-2026-02811,ACC-2662,5918.68,ARS,2026-02-11T04:10:35
TXN-2026-02812,ACC-9632,4224.93,ARS,2026-04-13T12:57:05
TXN-2026-02813,ACC-3281,7026.19,ARS,2026-02-19T00:31:53
TXN-2026-02814,ACC-3097,4702.74,EUR,2026-03-28T06:24:22
TXN-2026-02815,ACC-2547,1369.84,EUR,2026-02-25T10:02:07
TXN-2026-02816,ACC-7756,5168.78,USD,2026-06-13T14:35:18
TXN-2026-02817,ACC-1666,2226.32,USD,2026-03-12T01:43:04
TXN-2026-02818,ACC-7299,3355.44,ARS,2026-03-03T16:26:04
TXN-2026-02819,ACC-3818,6911.03,USD,2026-05-31T14:17:03
TXN-2026-02820,ACC-9632,6077.76,ARS,2026-01-05T04:40:56
TXN-2026-02821,ACC-5599,9150.40,ARS,2026-01-20T16:26:49
TXN-2026-02822,ACC-8350,9626.33,ARS,2026-05-27T01:48:06
TXN-2026-02823,ACC-6876,7112.79,USD,2026-03-09T18:31:39
TXN-2026-02824,ACC-6641,3891.50,USD,2026-03-14T16:24:36
TXN-2026-02825,ACC-8512,4434.38,EUR,2026-01-17T14:29:20
TXN-2026-02827,ACC-7610,8298.53,ARS,2026-06-27T01:17:10
TXN-2026-02828,ACC-5680,4413.77,USD,2026-01-22T06:42:21
TXN-2026-02829,ACC-4399,7226.29,EUR,2026-02-09T22:53:00
TXN-2026-02830,ACC-8954,2990.72,ARS,2026-02-21T03:48:57
TXN-2026-02831,ACC-5831,9716.86,USD,2026-01-26T11:56:27
TXN-2026-02832,ACC-6038,6699.15,EUR,2026-05-04T21:33:18
TXN-2026-02833,ACC-7012,6132.25,EUR,2026-03-01T03:27:25
TXN-2026-02834,ACC-7670,4275.62,USD,2026-05-12T21:55:54
TXN-2026-02835,ACC-4274,9794.67,EUR,2026-01-15T21:17:46
TXN-2026-02837,ACC-5881,2690.30,ARS,2026-03-14T15:53:04
TXN-2026-02838,ACC-4305,2886.03,USD,2026-05-09T23:29:24
TXN-2026-02839,ACC-3987,8487.62,EUR,2026-02-28T13:23:28
TXN-2026-02840,ACC-9722,8294.07,EUR,2026-01-29T23:56:51
TXN-2026-02841,ACC-6304,9508.76,ARS,2026-03-22T19:52:04
TXN-2026-02842,ACC-9911,5907.97,ARS,2026-02-16T12:55:44
TXN-2026-02843,ACC-1536,7509.03,USD,2026-03-20T19:49:13
TXN-2026-02844,ACC-4965,2896.27,EUR,2026-03-20T13:46:29
TXN-2026-02845,ACC-3214,4261.11,ARS,2026-05-11T02:56:33
TXN-2026-02846,ACC-5918,7375.77,ARS,2026-04-18T12:42:09
TXN-2026-02847,ACC-4521,6126.20,EUR,2026-03-06T20:42:39
TXN-2026-02848,ACC-2908,5432.14,USD,2026-03-20T06:26:37
TXN-2026-02849,ACC-2072,557.31,USD,2026-04-02T04:53:43
TXN-2026-02850,ACC-2109,8709.74,ARS,2026-02-12T11:25:46
TXN-2026-02851,ACC-1638,9518.35,EUR,2026-02-07T11:14:14
TXN-2026-02852,ACC-1097,129.69,ARS,2026-06-23T23:24:19
TXN-2026-02853,ACC-2776,4795.34,USD,2026-06-07T09:53:37
TXN-2026-02854,ACC-4641,3765.87,ARS,2026-03-16T10:24:07
TXN-2026-02855,ACC-3461,6462.45,USD,2026-05-13T20:46:32
TXN-2026-02856,ACC-6267,9837.59,EUR,2026-04-10T15:15:18
TXN-2026-02857,ACC-7651,5912.48,ARS,2026-03-02T13:00:25
TXN-2026-02858,ACC-4241,2866.20,EUR,2026-03-07T04:07:35
TXN-2026-02859,ACC-6965,5699.34,ARS,2026-06-12T11:32:37
TXN-2026-02860,ACC-6322,8328.31,EUR,2026-01-12T19:22:38
TXN-2026-02861,ACC-3059,425.13,USD,2026-02-13T23:25:14
TXN-2026-02862,ACC-4492,5723.08,ARS,2026-05-17T23:24:52
TXN-2026-02863,ACC-1054,4658.29,ARS,2026-02-15T07:08:30
TXN-2026-02864,ACC-5018,928.25,USD,2026-04-12T23:50:26
TXN-2026-02865,ACC-7247,7876.59,ARS,2026-02-08T12:39:35
TXN-2026-02866,ACC-7617,6603.12,USD,2026-04-20T21:22:02
TXN-2026-02867,ACC-8189,1418.95,ARS,2026-02-10T11:51:01
TXN-2026-02868,ACC-4057,1804.48,USD,2026-06-25T06:00:21
TXN-2026-02869,ACC-1405,9475.46,USD,2026-03-06T12:37:10
TXN-2026-02870,ACC-7593,7249.54,EUR,2026-02-04T14:57:10
TXN-2026-02871,ACC-7717,9236.93,EUR,2026-05-15T10:32:33
TXN-2026-02872,ACC-3791,3065.76,USD,2026-05-30T05:28:37
TXN-2026-02873,ACC-9642,2595.30,EUR,2026-06-14T17:19:47
TXN-2026-02874,ACC-3564,4422.59,ARS,2026-06-25T01:22:40
TXN-2026-02875,ACC-5285,314.18,EUR,2026-02-18T01:48:47
TXN-2026-02876,ACC-6598,4373.33,ARS,2026-04-03T21:27:45
TXN-2026-02877,ACC-2674,5314.16,USD,2026-03-25T09:13:33
TXN-2026-02878,ACC-7855,1946.93,ARS,2026-01-02T22:00:47
TXN-2026-02879,ACC-1017,201.23,ARS,2026-04-07T18:16:56
TXN-2026-02880,ACC-8193,3587.26,EUR,2026-01-19T17:51:57
TXN-2026-02881,ACC-4065,6689.60,USD,2026-02-18T20:23:47
TXN-2026-02882,ACC-7276,9750.80,EUR,2026-01-19T16:15:48
TXN-2026-02883,ACC-8914,6263.06,EUR,2026-05-29T01:41:16
TXN-2026-02884,ACC-7149,4158.07,EUR,2026-05-22T02:53:09
TXN-2026-02885,ACC-7499,4358.92,EUR,2026-04-28T19:23:23
TXN-2026-02886,ACC-7687,6055.58,EUR,2026-02-25T15:39:55
TXN-2026-02887,ACC-2745,966.52,ARS,2026-01-09T16:38:01
TXN-2026-02888,ACC-3093,7696.09,USD,2026-05-01T19:47:44
TXN-2026-02889,ACC-3635,4245.78,USD,2026-03-20T14:38:12
TXN-2026-02890,ACC-7945,6715.06,USD,2026-05-01T11:24:11
TXN-2026-02891,ACC-6051,9863.99,EUR,2026-03-29T22:53:21
TXN-2026-02892,ACC-5797,5318.54,ARS,2026-04-18T21:38:34
TXN-2026-02893,ACC-3658,5406.70,USD,2026-04-28T20:22:48
TXN-2026-02894,ACC-1644,1129.24,USD,2026-04-02T10:20:36
TXN-2026-02895,ACC-7749,4257.83,ARS,2026-05-28T23:31:13
TXN-2026-02896,ACC-6358,8835.64,ARS,2026-01-11T11:27:33
TXN-2026-02897,ACC-8468,9920.31,ARS,2026-04-22T13:09:05
TXN-2026-02898,ACC-8570,3594.10,EUR,2026-04-15T21:22:31
TXN-2026-02899,ACC-7879,1147.48,USD,2026-05-29T00:40:54
TXN-2026-02900,ACC-9518,5063.99,ARS,2026-05-28T08:27:49
TXN-2026-02901,ACC-3620,1275.17,EUR,2026-01-07T13:57:55
TXN-2026-02902,ACC-2847,339.78,ARS,2026-02-07T09:07:29
TXN-2026-02903,ACC-5265,5954.05,ARS,2026-05-12T18:52:37
TXN-2026-02904,ACC-3541,2710.75,ARS,2026-03-13T13:21:25
TXN-2026-02905,ACC-9632,5786.34,USD,2026-06-22T08:09:43
TXN-2026-02906,ACC-6255,9657.58,ARS,2026-03-30T21:46:33
TXN-2026-02907,ACC-2491,1810.91,USD,2026-01-27T09:57:50
TXN-2026-02908,ACC-4875,963.40,ARS,2026-02-04T18:55:25
TXN-2026-02909,ACC-4601,5267.27,EUR,2026-06-08T05:20:59
TXN-2026-02910,ACC-4167,2878.75,USD,2026-05-26T05:29:02
TXN-2026-02911,ACC-1307,7794.20,USD,2026-03-23T16:13:45
TXN-2026-02912,ACC-9163,9110.77,EUR,2026-04-29T19:17:30
TXN-2026-02913,ACC-9967,7680.55,USD,2026-03-09T17:43:10
TXN-2026-02914,ACC-5149,6148.31,ARS,2026-01-18T06:33:43
TXN-2026-02915,ACC-9944,5770.03,ARS,2026-05-11T16:39:13
TXN-2026-02916,ACC-8225,2784.24,EUR,2026-03-07T13:34:57
TXN-2026-02917,ACC-2690,3515.28,USD,2026-02-09T13:37:21
TXN-2026-02918,ACC-9782,9604.05,ARS,2026-05-14T19:17:51
TXN-2026-02919,ACC-6579,2635.71,ARS,2026-04-19T12:55:17
TXN-2026-02920,ACC-9843,88.67,USD,2026-02-04T05:05:29
TXN-2026-02921,ACC-4382,2865.63,USD,2026-06-02T10:19:13
TXN-2026-02922,ACC-5067,1579.23,USD,2026-02-09T02:33:24
TXN-2026-02923,ACC-9661,4509.59,EUR,2026-01-10T05:06:30
TXN-2026-02924,ACC-8255,5092.58,ARS,2026-04-19T15:43:40
TXN-2026-02925,ACC-6678,2357.99,EUR,2026-05-27T03:17:44
TXN-2026-02926,ACC-5256,8625.44,USD,2026-04-13T04:54:58
TXN-2026-02927,ACC-3432,4355.89,ARS,2026-01-20T06:49:43
TXN-2026-02928,ACC-8772,6228.54,ARS,2026-05-31T16:12:48
TXN-2026-02929,ACC-5592,572.07,ARS,2026-04-11T07:44:06
TXN-2026-02930,ACC-8969,7441.97,USD,2026-05-14T11:06:10
TXN-2026-02931,ACC-6482,6621.81,USD,2026-06-15T13:10:24
TXN-2026-02932,ACC-2499,6109.00,USD,2026-01-24T09:54:19
TXN-2026-02933,ACC-6077,6441.50,EUR,2026-06-24T21:36:35
TXN-2026-02934,ACC-1762,3082.45,ARS,2026-01-04T01:06:53
TXN-2026-02935,ACC-8606,9407.22,ARS,2026-04-23T10:19:35
TXN-2026-02936,ACC-3359,9475.38,ARS,2026-01-18T21:06:59
TXN-2026-02937,ACC-2633,9574.22,ARS,2026-04-22T15:16:29
TXN-2026-02938,ACC-2480,7676.33,ARS,2026-03-09T19:40:23
TXN-2026-02939,ACC-6511,7205.75,USD,2026-05-16T09:18:40
TXN-2026-02940,ACC-2125,9093.23,EUR,2026-02-25T14:32:09
TXN-2026-02941,ACC-1567,4290.73,EUR,2026-04-22T08:57:19
TXN-2026-02942,ACC-4453,4349.89,EUR,2026-03-25T17:27:01
TXN-2026-02943,ACC-1175,3508.81,USD,2026-05-31T03:34:51
TXN-2026-02944,ACC-5197,1142.05,ARS,2026-05-22T08:06:07
TXN-2026-02945,ACC-6221,9802.25,ARS,2026-04-11T20:42:25
TXN-2026-02946,ACC-3113,373.12,USD,2026-06-29T15:02:02
TXN-2026-02947,ACC-6711,4072.96,USD,2026-03-15T11:07:08
TXN-2026-02948,ACC-7818,324.76,EUR,2026-02-08T17:10:40
TXN-2026-02949,ACC-6093,4845.59,ARS,2026-04-15T02:01:48
TXN-2026-02950,ACC-1654,2280.94,EUR,2026-03-03T02:11:22
TXN-2026-02951,ACC-3455,2736.30,USD,2026-03-29T23:30:51
TXN-2026-02952,ACC-3697,3854.43,ARS,2026-06-07T02:24:33
TXN-2026-02953,ACC-6851,4962.33,EUR,2026-06-23T18:13:24
TXN-2026-02954,ACC-5154,6112.23,EUR,2026-05-22T16:26:42
TXN-2026-02955,ACC-6491,6012.34,ARS,2026-01-14T16:27:50
TXN-2026-02956,ACC-7111,15.52,USD,2026-06-27T21:04:52
TXN-2026-02957,ACC-3646,8778.13,EUR,2026-03-26T21:28:20
TXN-2026-02958,ACC-7704,262.45,USD,2026-02-25T22:20:29
TXN-2026-02959,ACC-1946,5436.17,USD,2026-06-21T02:22:49
TXN-2026-02960,ACC-7821,280.80,EUR,2026-01-03T12:33:02
